	wavname	expcode	dialoguenr	trialnr	code_conditie_send	code_overlap_send	code_blok	code_item	code_tempo	code_conditie	code_overlap				
67	3_1_4a_525_Ar_Mi.wav	0	0	34	4058	6643	234	78	97	211	99	10	20	40	60
68	3_1_5a_525_Ar_Mi.wav	0	1	34	3994	6593	244	78	197	221	199	10	20	40	60
69	3_1_28a_525_Ro_Mi.wav	0	0	35	3948	6603	234	90	97	211	99	10	20	40	60
70	3_1_29a_525_Ro_Mi.wav	0	1	35	4028	6599	244	90	197	221	199	10	20	40	60
71	3_3_19c_525_Ja_Ko.wav	0	0	36	4142	6747	234	86	97	213	99	10	20	40	60
72	3_3_20c_525_Ja_Ko.wav	0	1	36	4150	6702	244	86	197	223	199	10	20	40	60
73	3_3_7a_525_Ar_Ja.wav	0	0	37	4179	6863	234	80	97	213	99	10	20	40	60
74	3_3_8a_525_Ar_Ja.wav	0	1	37	4218	6779	244	80	197	223	199	10	20	40	60
75	3_3_31a_525_Ro_Ja.wav	0	0	38	4141	6772	234	92	97	213	99	10	20	40	60
76	3_3_32a_525_Ro_Ja.wav	0	1	38	4128	6934	244	92	197	223	199	10	20	40	60
77	3_3_25d_525_Mi_Ro.wav	0	0	39	4099	6695	234	89	97	213	99	10	20	40	60
78	3_3_26d_525_Mi_Ro.wav	0	1	39	4139	6742	244	89	197	223	199	10	20	40	60
79	3_2_52c_525_Ja_Ro.wav	0	0	40	3815	6373	234	94	97	212	99	10	20	40	60
80	3_2_53c_525_Ja_Ro.wav	3	1	40	3835	6543	244	94	197	222	199	10	20	40	60
81	1_1_4b_425_Ar_Mi.wav	0	0	41	2445	4705	235	78	96	211	98	10	20	40	60
82	1_1_5b_425_Ar_Mi.wav	0	1	41	2432	4603	245	78	196	221	198	10	20	40	60
83	1_2_37c_425_Mi_Ar.wav	0	0	42	2307	4504	235	79	96	212	98	10	20	40	60
84	1_2_38c_425_Mi_Ar.wav	0	1	42	2377	4548	245	79	196	222	198	10	20	40	60
85	1_1_10c_425_Ja_Ar.wav	0	0	43	2438	4692	235	81	96	211	98	10	20	40	60
86	1_1_11c_425_Ja_Ar.wav	0	1	43	2473	4734	245	81	196	221	198	10	20	40	60
87	1_3_21d_425_Ja_Ko.wav	0	0	44	2552	4772	235	86	96	213	98	10	20	40	60
88	1_3_19d_425_Ja_Ko.wav	0	1	44	2640	4833	245	86	196	223	198	10	20	40	60
89	1_2_48b_425_Ko_Ja.wav	0	0	45	2386	4641	235	88	96	212	98	10	20	40	60
90	1_2_46b_425_Ko_Ja.wav	0	1	45	2272	4487	245	88	196	222	198	10	20	40	60
91	1_1_28b_425_Ro_Mi.wav	0	0	46	2428	4627	235	90	96	211	98	10	20	40	60
92	1_1_29b_425_Ro_Mi.wav	0	1	46	2388	4650	245	90	196	221	198	10	20	40	60
93	1_2_41d_425_Ja_Ar.wav	0	0	47	2310	4539	235	82	96	212	98	10	20	40	60
94	1_2_42d_425_Ja_Ar.wav	0	1	47	2392	4622	245	82	196	222	198	10	20	40	60
95	1_1_34c_425_Ja_Ro.wav	0	0	48	2392	4655	235	93	96	211	98	10	20	40	60
96	1_1_35c_425_Ja_Ro.wav	0	1	48	2453	4623	245	93	196	221	198	10	20	40	60
97	1_3_31b_425_Ro_Ja.wav	0	0	49	2647	4773	235	92	96	213	98	10	20	40	60
98	1_3_32b_425_Ro_Ja.wav	3	1	49	2515	4722	245	92	196	223	198	10	20	40	60
99	1_2_51c_425_Mi_Ro.wav	0	0	50	2309	4617	236	91	96	212	98	10	20	40	60
100	1_2_49c_425_Mi_Ro.wav	0	1	50	2296	4425	246	91	196	222	198	10	20	40	60
101	1_3_7b_425_Ar_Ja.wav	0	0	51	2547	4907	236	80	96	213	98	10	20	40	60
102	1_3_8b_425_Ar_Ja.wav	0	1	51	2577	4772	246	80	196	223	198	10	20	40	60
103	1_1_22a_425_Ko_Ja.wav	0	0	52	2464	4729	236	87	96	211	98	10	20	40	60
104	1_1_23a_425_Ko_Ja.wav	0	1	52	2505	4658	246	87	196	221	198	10	20	40	60
105	1_3_25a_425_Ro_Mi.wav	0	0	53	2600	4885	236	89	96	213	98	10	20	40	60
106	1_3_26a_425_Ro_Mi.wav	0	1	53	2597	4715	246	89	196	223	198	10	20	40	60
107	1_3_13c_425_Mi_Ko.wav	0	0	54	2577	4890	236	83	96	213	98	10	20	40	60
108	1_3_14c_425_Mi_Ko.wav	0	1	54	2537	4701	246	83	196	223	198	10	20	40	60
109	1_3_1a_425_Ar_Mi.wav	0	0	55	2575	4738	236	77	96	213	98	10	20	40	60
110	1_3_2a_425_Ar_Mi.wav	0	1	55	2578	4786	246	77	196	223	198	10	20	40	60
111	1_1_16d_425_Mi_Ko.wav	0	0	56	2444	4637	236	84	96	211	98	10	20	40	60
112	1_1_17d_425_Mi_Ko.wav	0	1	56	2513	4656	246	84	196	221	198	10	20	40	60
113	1_2_52d_425_Ja_Ro.wav	0	0	57	2591	4861	236	94	96	212	98	10	20	40	60
114	1_2_54d_425_Ja_Ro.wav	0	1	57	2548	4807	246	94	196	222	198	10	20	40	60
115	1_2_43a_425_Ko_Mi.wav	0	0	58	2310	4495	236	85	96	212	98	10	20	40	60
116	1_2_44a_425_Ko_Mi.wav	3	1	58	2345	4587	246	85	196	222	198	10	20	40	60
117	3_1_4d_425_Mi_Ar.wav	0	0	59	3295	5555	237	78	96	211	99	10	20	40	60
118	3_1_5d_425_Mi_Ar.wav	0	1	59	3282	5453	247	78	196	221	199	10	20	40	60
119	3_2_37a_425_Ar_Mi.wav	0	0	60	3157	5354	237	79	96	212	99	10	20	40	60
120	3_2_38a_425_Ar_Mi.wav	0	1	60	3227	5398	247	79	196	222	199	10	20	40	60
121	3_3_1c_425_Mi_Ar.wav	0	0	61	3425	5588	237	77	96	213	99	10	20	40	60
122	3_3_2c_425_Mi_Ar.wav	0	1	61	3428	5636	247	77	196	223	199	10	20	40	60
123	3_3_13a_425_Ko_Mi.wav	0	0	62	3427	5740	237	83	96	213	99	10	20	40	60
124	3_3_14a_425_Ko_Mi.wav	0	1	62	3387	5551	247	83	196	223	199	10	20	40	60
125	3_1_16b_425_Ko_Mi.wav	0	0	63	3294	5487	237	84	96	211	99	10	20	40	60
126	3_1_17b_425_Ko_Mi.wav	0	1	63	3363	5506	247	84	196	221	199	10	20	40	60
127	3_1_10a_425_Ar_Ja.wav	0	0	64	3288	5542	237	81	96	211	99	10	20	40	60
128	3_1_11a_425_Ar_Ja.wav	0	1	64	3323	5584	247	81	196	221	199	10	20	40	60
129	3_1_28d_425_Mi_Ro.wav	0	0	65	3278	5477	237	90	96	211	99	10	20	40	60
130	3_1_29d_425_Mi_Ro.wav	0	1	65	3238	5500	247	90	196	221	199	10	20	40	60
131	3_3_21b_425_Ko_Ja.wav	0	0	66	3402	5622	237	86	96	213	99	10	20	40	60
132	3_3_19b_425_Ko_Ja.wav	0	1	66	3490	5683	247	86	196	223	199	10	20	40	60
133	3_2_41b_425_Ar_Ja.wav	0	0	67	3160	5389	237	82	96	212	99	10	20	40	60
134	3_2_42b_425_Ar_Ja.wav	3	1	67	3242	5472	247	82	196	222	199	10	20	40	60
135	3_3_25c_425_Mi_Ro.wav	0	0	68	3450	5735	238	89	96	213	99	10	20	40	60
136	3_3_26c_425_Mi_Ro.wav	0	1	68	3447	5565	248	89	196	223	199	10	20	40	60
137	3_3_31d_425_Ja_Ro.wav	0	0	69	3497	5623	238	92	96	213	99	10	20	40	60
138	3_3_32d_425_Ja_Ro.wav	0	1	69	3365	5572	248	92	196	223	199	10	20	40	60
139	3_2_48d_425_Ja_Ko.wav	0	0	70	3236	5491	238	88	96	212	99	10	20	40	60
140	3_2_46d_425_Ja_Ko.wav	0	1	70	3122	5337	248	88	196	222	199	10	20	40	60
141	3_2_52b_425_Ro_Ja.wav	0	0	71	3441	5711	238	94	96	212	99	10	20	40	60
142	3_2_54b_425_Ro_Ja.wav	0	1	71	3398	5657	248	94	196	222	199	10	20	40	60
143	3_1_34a_425_Ro_Ja.wav	0	0	72	3242	5505	238	93	96	211	99	10	20	40	60
144	3_1_35a_425_Ro_Ja.wav	0	1	72	3303	5473	248	93	196	221	199	10	20	40	60
145	3_1_22c_425_Ja_Ko.wav	0	0	73	3314	5579	238	87	96	211	99	10	20	40	60
146	3_1_23c_425_Ja_Ko.wav	0	1	73	3355	5508	248	87	196	221	199	10	20	40	60
147	3_3_7d_425_Ja_Ar.wav	0	0	74	3397	5757	238	80	96	213	99	10	20	40	60
148	3_3_8d_425_Ja_Ar.wav	0	1	74	3427	5622	248	80	196	223	199	10	20	40	60
149	3_2_51a_425_Ro_Mi.wav	0	0	75	3159	5467	238	91	96	212	99	10	20	40	60
150	3_2_49a_425_Ro_Mi.wav	0	1	75	3146	5275	248	91	196	222	199	10	20	40	60
151	3_2_43c_425_Mi_Ko.wav	0	0	76	3160	5345	238	85	96	212	99	10	20	40	60
152	3_2_44c_425_Mi_Ko.wav	99	1	76	3195	5437	248	85	196	222	199	10	20	40	60
