play_nr	wav_name	exp_code	part_nr	trial_nr	time_transition	time_duration	code_block	code_dialogue	code_tempo	code_turn_transition	code_overlap	left_left_border	left_right_border	right_left_border	right_right_border
44	3_2_26d_425_Mi_Ro.wav	3	1	22	3154	5357	242	89	196	222	199	15	25	40	50
45	1_3_28c_425_Mi_Ro.wav	0	0	23	2525	4780	233	90	96	213	98	15	25	40	50
46	1_3_29c_425_Mi_Ro.wav	0	1	23	2605	4776	243	90	196	223	198	15	25	40	50
47	1_3_10d_425_Ja_Ar.wav	0	0	24	2562	4865	233	81	96	213	98	15	25	40	50
48	1_3_11d_425_Ja_Ar.wav	0	1	24	2577	4873	243	81	196	223	198	15	25	40	50
49	1_2_19a_425_Ko_Ja.wav	0	0	25	2307	4512	233	86	96	212	98	15	25	50	60
50	1_2_20a_425_Ko_Ja.wav	0	1	25	2315	4467	243	86	196	222	198	15	25	50	60
51	1_2_15d_425_Mi_Ko.wav	0	0	26	2305	4681	233	83	96	212	98	15	25	50	60
52	1_2_13d_425_Mi_Ko.wav	0	1	26	2299	4484	243	83	196	222	198	15	25	50	60
53	1_3_4c_425_Mi_Ar.wav	0	0	27	2636	4822	233	78	96	213	98	15	25	50	60
54	1_3_5c_425_Mi_Ar.wav	0	1	27	2571	4770	243	78	196	223	198	15	25	50	60
55	1_1_43b_425_Ko_Mi.wav	0	0	28	2473	4704	233	85	96	211	98	15	25	50	60
56	1_1_45b_425_Ko_Mi.wav	0	1	28	2427	4647	243	85	196	221	198	15	25	50	60
57	1_2_31c_425_Ja_Ro.wav	0	0	29	2306	4537	233	92	96	212	98	15	25	60	70
58	1_2_32c_425_Ja_Ro.wav	0	1	29	2315	4721	243	92	196	222	198	15	25	60	70
59	1_3_16a_425_Ko_Mi.wav	0	0	30	2632	4803	233	84	96	213	98	15	25	60	70
60	1_3_17a_425_Ko_Mi.wav	0	1	30	2600	4837	243	84	196	223	198	15	25	60	70
61	1_1_37d_425_Mi_Ar.wav	0	0	31	2520	4750	233	79	96	211	98	15	25	60	70
62	1_1_38d_425_Mi_Ar.wav	3	1	31	2438	4708	243	79	196	221	198	15	25	60	70
63	1_2_7c_425_Ja_Ar.wav	0	0	32	2344	4628	234	80	96	212	98	15	25	60	70
64	1_2_8c_425_Ja_Ar.wav	0	1	32	2383	4544	244	80	196	222	198	15	25	60	70
65	1_1_46c_425_Ja_Ko.wav	0	0	33	2425	4560	234	88	96	211	98	15	25	70	80
66	1_1_47c_425_Ja_Ko.wav	0	1	33	2511	4816	244	88	196	221	198	15	25	70	80
67	1_1_52a_425_Ro_Ja.wav	0	0	34	2423	4581	234	94	96	211	98	15	25	70	80
68	1_1_53a_425_Ro_Ja.wav	0	1	34	2443	4663	244	94	196	221	198	15	25	70	80
69	1_2_1b_425_Ar_Mi.wav	0	0	35	2243	4597	234	77	96	212	98	15	25	70	80
70	1_2_2b_425_Ar_Mi.wav	0	1	35	2345	4618	244	77	196	222	198	15	25	70	80
71	1_3_22b_425_Ko_Ja.wav	0	0	36	2641	4873	234	87	96	213	98	15	25	70	80
72	1_3_23b_425_Ko_Ja.wav	0	1	36	2565	4827	244	87	196	223	198	15	25	70	80
73	1_1_49d_425_Mi_Ro.wav	0	0	37	2437	4733	234	91	96	211	98	25	35	50	60
74	1_1_50d_425_Mi_Ro.wav	0	1	37	2499	4726	244	91	196	221	198	25	35	50	60
75	1_3_34d_425_Ja_Ro.wav	0	0	38	2615	4844	234	93	96	213	98	25	35	50	60
76	1_3_35d_425_Ja_Ro.wav	0	1	38	2606	4844	244	93	196	223	198	25	35	50	60
77	1_1_40a_425_Ar_Ja.wav	0	0	39	2443	4698	234	82	96	211	98	25	35	50	60
78	1_1_41a_425_Ar_Ja.wav	0	1	39	2478	4676	244	82	196	221	198	25	35	50	60
79	1_2_25b_425_Ro_Mi.wav	0	0	40	2264	4460	234	89	96	212	98	25	35	50	60
80	1_2_26b_425_Ro_Mi.wav	3	1	40	2304	4507	244	89	196	222	198	25	35	50	60
81	3_1_51c_525_Mi_Ro.wav	0	0	41	3987	6695	235	91	97	211	99	25	35	60	70
82	3_1_49c_525_Mi_Ro.wav	0	1	41	3973	6502	245	91	197	221	199	25	35	60	70
83	3_2_13c_525_Mi_Ko.wav	0	0	42	3842	6555	235	83	97	212	99	25	35	60	70
84	3_2_14c_525_Mi_Ko.wav	0	1	42	3802	6366	245	83	197	222	199	25	35	60	70
85	3_2_21d_525_Ja_Ko.wav	0	0	43	3817	6437	235	86	97	212	99	25	35	60	70
86	3_2_19d_525_Ja_Ko.wav	0	1	43	3905	6498	245	86	197	222	199	25	35	60	70
87	3_3_34c_525_Ja_Ro.wav	0	0	44	4099	6762	235	93	97	213	99	25	35	60	70
88	3_3_35c_525_Ja_Ro.wav	0	1	44	4160	6730	245	93	197	223	199	25	35	60	70
89	3_2_7b_525_Ar_Ja.wav	0	0	45	3812	6572	235	80	97	212	99	25	35	70	80
90	3_2_8b_525_Ar_Ja.wav	0	1	45	3842	6437	245	80	197	222	199	25	35	70	80
91	3_3_10c_525_Ja_Ar.wav	0	0	46	4145	6799	235	81	97	213	99	25	35	70	80
92	3_3_11c_525_Ja_Ar.wav	0	1	46	4180	6841	245	81	197	223	199	25	35	70	80
93	3_1_43a_525_Ko_Mi.wav	0	0	47	3988	6573	235	85	97	211	99	25	35	70	80
94	3_1_44a_525_Ko_Mi.wav	0	1	47	4023	6731	245	85	197	221	199	25	35	70	80
95	3_2_25a_525_Ro_Mi.wav	0	0	48	3865	6550	235	89	97	212	99	25	35	70	80
96	3_2_26a_525_Ro_Mi.wav	0	1	48	3862	6380	245	89	197	222	199	25	35	70	80
97	3_3_16d_525_Mi_Ko.wav	0	0	49	4151	6744	235	84	97	213	99	25	35	80	90
98	3_3_17d_525_Mi_Ko.wav	3	1	49	4220	6763	245	84	197	223	199	25	35	80	90
99	3_1_41d_525_Ja_Ar.wav	0	0	50	3988	6617	236	82	97	211	99	25	35	80	90
100	3_1_42d_525_Ja_Ar.wav	0	1	50	4070	6700	246	82	197	221	199	25	35	80	90
101	3_1_48b_525_Ko_Ja.wav	0	0	51	4064	6772	236	88	97	211	99	25	35	80	90
102	3_1_46b_525_Ko_Ja.wav	0	1	51	3949	6564	246	88	197	221	199	25	35	80	90
103	3_2_31b_525_Ro_Ja.wav	0	0	52	3912	6438	236	92	97	212	99	25	35	80	90
104	3_2_32b_525_Ro_Ja.wav	0	1	52	3845	6452	246	92	197	222	199	25	35	80	90
105	3_3_22a_525_Ko_Ja.wav	0	0	53	4171	6836	236	87	97	213	99	35	45	60	70
106	3_3_23a_525_Ko_Ja.wav	0	1	53	4212	6765	246	87	197	223	199	35	45	60	70
107	3_1_37c_525_Mi_Ar.wav	0	0	54	3985	6582	236	79	97	211	99	35	45	60	70
108	3_1_38c_525_Mi_Ar.wav	0	1	54	4055	6626	246	79	197	221	199	35	45	60	70
109	3_3_4b_525_Ar_Mi.wav	0	0	55	4151	6811	236	78	97	213	99	35	45	60	70
110	3_3_5b_525_Ar_Mi.wav	0	1	55	4139	6710	246	78	197	223	199	35	45	60	70
111	3_3_28b_525_Ro_Mi.wav	0	0	56	4135	6734	236	90	97	213	99	35	45	60	70
112	3_3_29b_525_Ro_Mi.wav	0	1	56	4095	6757	246	90	197	223	199	35	45	60	70
113	3_1_52d_525_Ja_Ro.wav	0	0	57	4014	6684	236	94	97	211	99	35	45	70	80
114	3_1_54d_525_Ja_Ro.wav	0	1	57	3971	6630	246	94	197	221	199	35	45	70	80
115	3_2_1a_525_Ar_Mi.wav	0	0	58	3840	6403	236	77	97	212	99	35	45	70	80
116	3_2_2a_525_Ar_Mi.wav	3	1	58	3843	6451	246	77	197	222	199	35	45	70	80
117	1_2_7d_525_Ja_Ar.wav	0	0	59	2762	5522	237	80	97	212	98	35	45	70	80
118	1_2_8d_525_Ja_Ar.wav	0	1	59	2792	5387	247	80	197	222	198	35	45	70	80
119	1_1_37c_525_Mi_Ar.wav	0	0	60	2935	5532	237	79	97	211	98	35	45	70	80
120	1_1_38c_525_Mi_Ar.wav	0	1	60	3005	5576	247	79	197	221	198	35	45	70	80
121	1_3_16b_525_Ko_Mi.wav	0	0	61	3101	5694	237	84	97	213	98	35	45	80	90
122	1_3_17b_525_Ko_Mi.wav	0	1	61	3170	5713	247	84	197	223	198	35	45	80	90
123	1_2_25c_525_Mi_Ro.wav	0	0	62	2815	5500	237	89	97	212	98	35	45	80	90
124	1_2_26c_525_Mi_Ro.wav	0	1	62	2812	5330	247	89	197	222	198	35	45	80	90
125	1_3_34a_525_Ro_Ja.wav	0	0	63	3049	5712	237	93	97	213	98	35	45	80	90
126	1_3_35a_525_Ro_Ja.wav	0	1	63	3110	5680	247	93	197	223	198	35	45	80	90
127	1_1_43c_525_Mi_Ko.wav	0	0	64	2938	5523	237	85	97	211	98	35	45	80	90
128	1_1_44c_525_Mi_Ko.wav	0	1	64	2973	5681	247	85	197	221	198	35	45	80	90
129	1_1_52b_525_Ro_Ja.wav	0	0	65	2964	5634	237	94	97	211	98	45	55	70	80
130	1_1_54b_525_Ro_Ja.wav	0	1	65	2921	5580	247	94	197	221	198	45	55	70	80
131	1_1_51a_525_Ro_Mi.wav	0	0	66	2937	5645	237	91	97	211	98	45	55	70	80
132	1_1_49a_525_Ro_Mi.wav	0	1	66	2923	5452	247	91	197	221	198	45	55	70	80
133	1_3_22c_525_Ja_Ko.wav	0	0	67	3121	5786	237	87	97	213	98	45	55	70	80
134	1_3_23c_525_Ja_Ko.wav	3	1	67	3162	5715	247	87	197	223	198	45	55	70	80
135	1_2_1c_525_Mi_Ar.wav	0	0	68	2790	5353	238	77	97	212	98	45	55	70	80
136	1_2_2c_525_Mi_Ar.wav	0	1	68	2793	5401	248	77	197	222	198	45	55	70	80
137	1_2_13a_525_Ko_Mi.wav	0	0	69	2792	5505	238	83	97	212	98	45	55	80	90
138	1_2_14a_525_Ko_Mi.wav	0	1	69	2752	5316	248	83	197	222	198	45	55	80	90
139	1_2_4d_525_Mi_Ar.wav	0	0	70	2786	5446	238	78	97	212	98	45	55	80	90
140	1_2_5d_525_Mi_Ar.wav	0	1	70	2774	5345	248	78	197	222	198	45	55	80	90
141	1_2_31d_525_Ja_Ro.wav	0	0	71	2862	5388	238	92	97	212	98	45	55	80	90
142	1_2_32d_525_Ja_Ro.wav	0	1	71	2795	5402	248	92	197	222	198	45	55	80	90
143	1_1_41b_525_Ar_Ja.wav	0	0	72	2938	5567	238	82	97	211	98	45	55	80	90
144	1_1_42b_525_Ar_Ja.wav	0	1	72	3020	5650	248	82	197	221	198	45	55	80	90
145	1_1_48d_525_Ja_Ko.wav	0	0	73	3014	5722	238	88	97	211	98	55	65	80	90
146	1_1_46d_525_Ja_Ko.wav	0	1	73	2899	5514	248	88	197	221	198	55	65	80	90
147	1_3_28d_525_Mi_Ro.wav	0	0	74	3085	5684	238	90	97	213	98	55	65	80	90
148	1_3_29d_525_Mi_Ro.wav	0	1	74	3045	5707	248	90	197	223	198	55	65	80	90
149	1_3_10a_525_Ar_Ja.wav	0	0	75	3095	5749	238	81	97	213	98	55	65	80	90
150	1_3_11a_525_Ar_Ja.wav	0	1	75	3130	5791	248	81	197	223	198	55	65	80	90
151	1_2_21b_525_Ko_Ja.wav	0	0	76	2767	5387	238	86	97	212	98	55	65	80	90
152	1_2_19b_525_Ko_Ja.wav	99	1	76	2855	5448	248	86	197	222	198	55	65	80	90
