play_nr	wav_name	exp_code	part_nr	trial_nr	time_transition	time_duration	code_block	code_dialogue	code_tempo	code_turn_transition	code_overlap	left_left_border	left_right_border	right_left_border	right_right_border
68	1_3_11c_525_Ja_Ar.wav	0	1	34	3130	5791	244	81	197	223	198	15	25	70	80
69	1_2_31b_525_Ro_Ja.wav	0	0	35	2862	5388	234	92	97	212	98	15	25	70	80
70	1_2_32b_525_Ro_Ja.wav	0	1	35	2795	5402	244	92	197	222	198	15	25	70	80
71	1_3_28b_525_Ro_Mi.wav	0	0	36	3085	5684	234	90	97	213	98	15	25	70	80
72	1_3_29b_525_Ro_Mi.wav	0	1	36	3045	5707	244	90	197	223	198	15	25	70	80
73	1_3_22a_525_Ko_Ja.wav	0	0	37	3121	5786	234	87	97	213	98	25	35	50	60
74	1_3_23a_525_Ko_Ja.wav	0	1	37	3162	5715	244	87	197	223	198	25	35	50	60
75	1_2_13c_525_Mi_Ko.wav	0	0	38	2792	5505	234	83	97	212	98	25	35	50	60
76	1_2_14c_525_Mi_Ko.wav	0	1	38	2752	5316	244	83	197	222	198	25	35	50	60
77	1_2_25a_525_Ro_Mi.wav	0	0	39	2815	5500	234	89	97	212	98	25	35	50	60
78	1_2_26a_525_Ro_Mi.wav	0	1	39	2812	5330	244	89	197	222	198	25	35	50	60
79	1_1_52d_525_Ja_Ro.wav	0	0	40	2964	5634	234	94	97	211	98	25	35	50	60
80	1_1_54d_525_Ja_Ro.wav	3	1	40	2921	5580	244	94	197	221	198	25	35	50	60
81	3_3_10a_525_Ar_Ja.wav	0	0	41	4145	6799	235	81	97	213	99	25	35	60	70
82	3_3_11a_525_Ar_Ja.wav	0	1	41	4180	6841	245	81	197	223	199	25	35	60	70
83	3_2_21b_525_Ko_Ja.wav	0	0	42	3817	6437	235	86	97	212	99	25	35	60	70
84	3_2_19b_525_Ko_Ja.wav	0	1	42	3905	6498	245	86	197	222	199	25	35	60	70
85	3_3_34a_525_Ro_Ja.wav	0	0	43	4099	6762	235	93	97	213	99	25	35	60	70
86	3_3_35a_525_Ro_Ja.wav	0	1	43	4160	6730	245	93	197	223	199	25	35	60	70
87	3_2_13a_525_Ko_Mi.wav	0	0	44	3842	6555	235	83	97	212	99	25	35	60	70
88	3_2_14a_525_Ko_Mi.wav	0	1	44	3802	6366	245	83	197	222	199	25	35	60	70
89	3_1_43c_525_Mi_Ko.wav	0	0	45	3988	6573	235	85	97	211	99	25	35	70	80
90	3_1_44c_525_Mi_Ko.wav	0	1	45	4023	6731	245	85	197	221	199	25	35	70	80
91	3_2_1c_525_Mi_Ar.wav	0	0	46	3840	6403	235	77	97	212	99	25	35	70	80
92	3_2_2c_525_Mi_Ar.wav	0	1	46	3843	6451	245	77	197	222	199	25	35	70	80
93	3_1_37a_525_Ar_Mi.wav	0	0	47	3985	6582	235	79	97	211	99	25	35	70	80
94	3_1_38a_525_Ar_Mi.wav	0	1	47	4055	6626	245	79	197	221	199	25	35	70	80
95	3_1_41b_525_Ar_Ja.wav	0	0	48	3988	6617	235	82	97	211	99	25	35	70	80
96	3_1_42b_525_Ar_Ja.wav	0	1	48	4070	6700	245	82	197	221	199	25	35	70	80
97	3_3_28d_525_Mi_Ro.wav	0	0	49	4135	6734	235	90	97	213	99	25	35	80	90
98	3_3_29d_525_Mi_Ro.wav	3	1	49	4095	6757	245	90	197	223	199	25	35	80	90
99	3_3_16b_525_Ko_Mi.wav	0	0	50	4151	6744	236	84	97	213	99	25	35	80	90
100	3_3_17b_525_Ko_Mi.wav	0	1	50	4220	6763	246	84	197	223	199	25	35	80	90
101	3_2_25c_525_Mi_Ro.wav	0	0	51	3865	6550	236	89	97	212	99	25	35	80	90
102	3_2_26c_525_Mi_Ro.wav	0	1	51	3862	6380	246	89	197	222	199	25	35	80	90
103	3_1_52b_525_Ro_Ja.wav	0	0	52	4014	6684	236	94	97	211	99	25	35	80	90
104	3_1_54b_525_Ro_Ja.wav	0	1	52	3971	6630	246	94	197	221	199	25	35	80	90
105	3_3_22c_525_Ja_Ko.wav	0	0	53	4171	6836	236	87	97	213	99	35	45	60	70
106	3_3_23c_525_Ja_Ko.wav	0	1	53	4212	6765	246	87	197	223	199	35	45	60	70
107	3_2_31d_525_Ja_Ro.wav	0	0	54	3912	6438	236	92	97	212	99	35	45	60	70
108	3_2_32d_525_Ja_Ro.wav	0	1	54	3845	6452	246	92	197	222	199	35	45	60	70
109	3_1_48d_525_Ja_Ko.wav	0	0	55	4064	6772	236	88	97	211	99	35	45	60	70
110	3_1_46d_525_Ja_Ko.wav	0	1	55	3949	6564	246	88	197	221	199	35	45	60	70
111	3_3_4d_525_Mi_Ar.wav	0	0	56	4151	6811	236	78	97	213	99	35	45	60	70
112	3_3_5d_525_Mi_Ar.wav	0	1	56	4139	6710	246	78	197	223	199	35	45	60	70
113	3_2_7d_525_Ja_Ar.wav	0	0	57	3812	6572	236	80	97	212	99	35	45	70	80
114	3_2_8d_525_Ja_Ar.wav	0	1	57	3842	6437	246	80	197	222	199	35	45	70	80
115	3_1_51a_525_Ro_Mi.wav	0	0	58	3987	6695	236	91	97	211	99	35	45	70	80
116	3_1_49a_525_Ro_Mi.wav	3	1	58	3973	6502	246	91	197	221	199	35	45	70	80
117	3_2_7c_425_Ja_Ar.wav	0	0	59	3194	5478	237	80	96	212	99	35	45	70	80
118	3_2_8c_425_Ja_Ar.wav	0	1	59	3233	5394	247	80	196	222	199	35	45	70	80
119	3_1_49d_425_Mi_Ro.wav	0	0	60	3287	5583	237	91	96	211	99	35	45	70	80
120	3_1_50d_425_Mi_Ro.wav	0	1	60	3349	5576	247	91	196	221	199	35	45	70	80
121	3_1_40a_425_Ar_Ja.wav	0	0	61	3293	5548	237	82	96	211	99	35	45	80	90
122	3_1_41a_425_Ar_Ja.wav	0	1	61	3328	5526	247	82	196	221	199	35	45	80	90
123	3_3_22b_425_Ko_Ja.wav	0	0	62	3491	5723	237	87	96	213	99	35	45	80	90
124	3_3_23b_425_Ko_Ja.wav	0	1	62	3415	5677	247	87	196	223	199	35	45	80	90
125	3_3_28c_425_Mi_Ro.wav	0	0	63	3375	5630	237	90	96	213	99	35	45	80	90
126	3_3_29c_425_Mi_Ro.wav	0	1	63	3455	5626	247	90	196	223	199	35	45	80	90
127	3_2_25b_425_Ro_Mi.wav	0	0	64	3114	5310	237	89	96	212	99	35	45	80	90
128	3_2_26b_425_Ro_Mi.wav	0	1	64	3154	5357	247	89	196	222	199	35	45	80	90
129	3_3_10d_425_Ja_Ar.wav	0	0	65	3412	5715	237	81	96	213	99	45	55	70	80
130	3_3_11d_425_Ja_Ar.wav	0	1	65	3427	5723	247	81	196	223	199	45	55	70	80
131	3_3_4c_425_Mi_Ar.wav	0	0	66	3486	5672	237	78	96	213	99	45	55	70	80
132	3_3_5c_425_Mi_Ar.wav	0	1	66	3421	5620	247	78	196	223	199	45	55	70	80
133	3_2_15d_425_Mi_Ko.wav	0	0	67	3155	5531	237	83	96	212	99	45	55	70	80
134	3_2_13d_425_Mi_Ko.wav	3	1	67	3149	5334	247	83	196	222	199	45	55	70	80
135	3_3_34d_425_Ja_Ro.wav	0	0	68	3465	5694	238	93	96	213	99	45	55	70	80
136	3_3_35d_425_Ja_Ro.wav	0	1	68	3456	5694	248	93	196	223	199	45	55	70	80
137	3_1_52a_425_Ro_Ja.wav	0	0	69	3273	5431	238	94	96	211	99	45	55	80	90
138	3_1_53a_425_Ro_Ja.wav	0	1	69	3293	5513	248	94	196	221	199	45	55	80	90
139	3_2_19a_425_Ko_Ja.wav	0	0	70	3157	5362	238	86	96	212	99	45	55	80	90
140	3_2_20a_425_Ko_Ja.wav	0	1	70	3165	5317	248	86	196	222	199	45	55	80	90
141	3_1_46c_425_Ja_Ko.wav	0	0	71	3275	5410	238	88	96	211	99	45	55	80	90
142	3_1_47c_425_Ja_Ko.wav	0	1	71	3361	5666	248	88	196	221	199	45	55	80	90
143	3_1_43b_425_Ko_Mi.wav	0	0	72	3323	5554	238	85	96	211	99	45	55	80	90
144	3_1_45b_425_Ko_Mi.wav	0	1	72	3277	5497	248	85	196	221	199	45	55	80	90
145	3_2_31c_425_Ja_Ro.wav	0	0	73	3156	5387	238	92	96	212	99	55	65	80	90
146	3_2_32c_425_Ja_Ro.wav	0	1	73	3165	5571	248	92	196	222	199	55	65	80	90
147	3_3_16a_425_Ko_Mi.wav	0	0	74	3482	5653	238	84	96	213	99	55	65	80	90
148	3_3_17a_425_Ko_Mi.wav	0	1	74	3450	5687	248	84	196	223	199	55	65	80	90
149	3_2_1b_425_Ar_Mi.wav	0	0	75	3093	5447	238	77	96	212	99	55	65	80	90
150	3_2_2b_425_Ar_Mi.wav	0	1	75	3195	5468	248	77	196	222	199	55	65	80	90
151	3_1_37d_425_Mi_Ar.wav	0	0	76	3370	5600	238	79	96	211	99	55	65	80	90
152	3_1_38d_425_Mi_Ar.wav	99	1	76	3288	5558	248	79	196	221	199	55	65	80	90
