	wavname	expcode	dialoguenr	trialnr	code_conditie_send	code_overlap_send	code_blok	code_item	code_tempo	code_conditie	code_overlap				
46	3_1_23a_525_Ko_Ja.wav	0	1	23	4055	6608	243	87	197	221	199	10	20	40	60
47	3_1_28b_525_Ro_Mi.wav	0	0	24	3978	6577	233	90	97	211	99	10	20	40	60
48	3_1_29b_525_Ro_Mi.wav	0	1	24	3938	6600	243	90	197	221	199	10	20	40	60
49	3_1_34c_525_Ja_Ro.wav	0	0	25	3942	6605	233	93	97	211	99	10	20	40	60
50	3_1_35c_525_Ja_Ro.wav	0	1	25	4003	6573	243	93	197	221	199	10	20	40	60
51	3_2_51c_525_Mi_Ro.wav	0	0	26	3829	6537	233	91	97	212	99	10	20	40	60
52	3_2_49c_525_Mi_Ro.wav	0	1	26	3815	6344	243	91	197	222	199	10	20	40	60
53	3_3_13c_525_Mi_Ko.wav	0	0	27	4157	6870	233	83	97	213	99	10	20	40	60
54	3_3_14c_525_Mi_Ko.wav	0	1	27	4117	6681	243	83	197	223	199	10	20	40	60
55	3_1_16d_525_Mi_Ko.wav	0	0	28	3994	6587	233	84	97	211	99	10	20	40	60
56	3_1_17d_525_Mi_Ko.wav	0	1	28	4063	6606	243	84	197	221	199	10	20	40	60
57	3_2_43a_525_Ko_Mi.wav	0	0	29	3830	6415	233	85	97	212	99	10	20	40	60
58	3_2_44a_525_Ko_Mi.wav	0	1	29	3865	6573	243	85	197	222	199	10	20	40	60
59	3_1_4b_525_Ar_Mi.wav	0	0	30	3994	6654	233	78	97	211	99	10	20	40	60
60	3_1_5b_525_Ar_Mi.wav	0	1	30	3982	6553	243	78	197	221	199	10	20	40	60
61	3_3_21d_525_Ja_Ko.wav	0	0	31	4132	6752	233	86	97	213	99	10	20	40	60
62	3_3_19d_525_Ja_Ko.wav	3	1	31	4220	6813	243	86	197	223	199	10	20	40	60
63	3_2_37c_525_Mi_Ar.wav	0	0	32	3827	6424	234	79	97	212	99	10	20	40	60
64	3_2_38c_525_Mi_Ar.wav	0	1	32	3897	6468	244	79	197	222	199	10	20	40	60
65	3_3_7b_525_Ar_Ja.wav	0	0	33	4127	6887	234	80	97	213	99	10	20	40	60
66	3_3_8b_525_Ar_Ja.wav	0	1	33	4157	6752	244	80	197	223	199	10	20	40	60
67	3_3_25a_525_Ro_Mi.wav	0	0	34	4180	6865	234	89	97	213	99	10	20	40	60
68	3_3_26a_525_Ro_Mi.wav	0	1	34	4177	6695	244	89	197	223	199	10	20	40	60
69	3_2_52d_525_Ja_Ro.wav	0	0	35	3856	6526	234	94	97	212	99	10	20	40	60
70	3_2_54d_525_Ja_Ro.wav	0	1	35	3813	6472	244	94	197	222	199	10	20	40	60
71	3_2_48b_525_Ko_Ja.wav	0	0	36	3906	6614	234	88	97	212	99	10	20	40	60
72	3_2_46b_525_Ko_Ja.wav	0	1	36	3791	6406	244	88	197	222	199	10	20	40	60
73	3_1_10c_525_Ja_Ar.wav	0	0	37	3988	6642	234	81	97	211	99	10	20	40	60
74	3_1_11c_525_Ja_Ar.wav	0	1	37	4023	6684	244	81	197	221	199	10	20	40	60
75	3_2_41d_525_Ja_Ar.wav	0	0	38	3830	6459	234	82	97	212	99	10	20	40	60
76	3_2_42d_525_Ja_Ar.wav	0	1	38	3912	6542	244	82	197	222	199	10	20	40	60
77	3_3_31b_525_Ro_Ja.wav	0	0	39	4227	6753	234	92	97	213	99	10	20	40	60
78	3_3_32b_525_Ro_Ja.wav	0	1	39	4160	6767	244	92	197	223	199	10	20	40	60
79	3_3_1a_525_Ar_Mi.wav	0	0	40	4155	6718	234	77	97	213	99	10	20	40	60
80	3_3_2a_525_Ar_Mi.wav	3	1	40	4158	6766	244	77	197	223	199	10	20	40	60
81	1_3_13a_525_Ko_Mi.wav	0	0	41	3107	5820	235	83	97	213	98	10	20	40	60
82	1_3_14a_525_Ko_Mi.wav	0	1	41	3067	5631	245	83	197	223	198	10	20	40	60
83	1_2_41b_525_Ar_Ja.wav	0	0	42	2780	5409	235	82	97	212	98	10	20	40	60
84	1_2_42b_525_Ar_Ja.wav	0	1	42	2862	5492	245	82	197	222	198	10	20	40	60
85	1_2_37c_525_Mi_Ar.wav	0	0	43	2777	5374	235	79	97	212	98	10	20	40	60
86	1_2_38c_525_Mi_Ar.wav	0	1	43	2847	5418	245	79	197	222	198	10	20	40	60
87	1_2_52b_525_Ro_Ja.wav	0	0	44	2806	5476	235	94	97	212	98	10	20	40	60
88	1_2_54b_525_Ro_Ja.wav	0	1	44	2763	5422	245	94	197	222	198	10	20	40	60
89	1_3_21b_525_Ko_Ja.wav	0	0	45	3082	5702	235	86	97	213	98	10	20	40	60
90	1_3_19b_525_Ko_Ja.wav	0	1	45	3170	5763	245	86	197	223	198	10	20	40	60
91	1_3_25c_525_Mi_Ro.wav	0	0	46	3130	5815	235	89	97	213	98	10	20	40	60
92	1_3_26c_525_Mi_Ro.wav	0	1	46	3127	5645	245	89	197	223	198	10	20	40	60
93	1_1_34a_525_Ro_Ja.wav	0	0	47	2892	5555	235	93	97	211	98	10	20	40	60
94	1_1_35a_525_Ro_Ja.wav	0	1	47	2953	5523	245	93	197	221	198	10	20	40	60
95	1_2_51a_525_Ro_Mi.wav	0	0	48	2779	5487	235	91	97	212	98	10	20	40	60
96	1_2_49a_525_Ro_Mi.wav	0	1	48	2765	5294	245	91	197	222	198	10	20	40	60
97	1_3_1c_525_Mi_Ar.wav	0	0	49	3105	5668	235	77	97	213	98	10	20	40	60
98	1_3_2c_525_Mi_Ar.wav	3	1	49	3108	5716	245	77	197	223	198	10	20	40	60
99	1_3_31d_525_Ja_Ro.wav	0	0	50	3177	5703	236	92	97	213	98	10	20	40	60
100	1_3_32d_525_Ja_Ro.wav	0	1	50	3110	5717	246	92	197	223	198	10	20	40	60
101	1_1_28d_525_Mi_Ro.wav	0	0	51	2928	5527	236	90	97	211	98	10	20	40	60
102	1_1_29d_525_Mi_Ro.wav	0	1	51	2888	5550	246	90	197	221	198	10	20	40	60
103	1_1_10a_525_Ar_Ja.wav	0	0	52	2938	5592	236	81	97	211	98	10	20	40	60
104	1_1_11a_525_Ar_Ja.wav	0	1	52	2973	5634	246	81	197	221	198	10	20	40	60
105	1_1_16b_525_Ko_Mi.wav	0	0	53	2944	5537	236	84	97	211	98	10	20	40	60
106	1_1_17b_525_Ko_Mi.wav	0	1	53	3013	5556	246	84	197	221	198	10	20	40	60
107	1_1_4d_525_Mi_Ar.wav	0	0	54	2944	5604	236	78	97	211	98	10	20	40	60
108	1_1_5d_525_Mi_Ar.wav	0	1	54	2932	5503	246	78	197	221	198	10	20	40	60
109	1_1_22c_525_Ja_Ko.wav	0	0	55	2964	5629	236	87	97	211	98	10	20	40	60
110	1_1_23c_525_Ja_Ko.wav	0	1	55	3005	5558	246	87	197	221	198	10	20	40	60
111	1_3_7d_525_Ja_Ar.wav	0	0	56	3077	5837	236	80	97	213	98	10	20	40	60
112	1_3_8d_525_Ja_Ar.wav	0	1	56	3107	5702	246	80	197	223	198	10	20	40	60
113	1_2_43c_525_Mi_Ko.wav	0	0	57	2780	5365	236	85	97	212	98	10	20	40	60
114	1_2_44c_525_Mi_Ko.wav	0	1	57	2815	5523	246	85	197	222	198	10	20	40	60
115	1_2_48d_525_Ja_Ko.wav	0	0	58	2856	5564	236	88	97	212	98	10	20	40	60
116	1_2_46d_525_Ja_Ko.wav	3	1	58	2741	5356	246	88	197	222	198	10	20	40	60
117	3_3_7a_425_Ar_Ja.wav	0	0	59	3449	5733	237	80	96	213	99	10	20	40	60
118	3_3_8a_425_Ar_Ja.wav	0	1	59	3488	5649	247	80	196	223	199	10	20	40	60
119	3_2_52c_425_Ja_Ro.wav	0	0	60	3400	5558	237	94	96	212	99	10	20	40	60
120	3_2_53c_425_Ja_Ro.wav	0	1	60	3420	5640	247	94	196	222	199	10	20	40	60
121	3_2_40c_425_Ja_Ar.wav	0	0	61	3165	5420	237	82	96	212	99	10	20	40	60
122	3_2_41c_425_Ja_Ar.wav	0	1	61	3200	5398	247	82	196	222	199	10	20	40	60
123	3_3_31a_425_Ro_Ja.wav	0	0	62	3411	5642	237	92	96	213	99	10	20	40	60
124	3_3_32a_425_Ro_Ja.wav	0	1	62	3420	5826	247	92	196	223	199	10	20	40	60
125	3_1_28a_425_Ro_Mi.wav	0	0	63	3248	5503	237	90	96	211	99	10	20	40	60
126	3_1_29a_425_Ro_Mi.wav	0	1	63	3328	5499	247	90	196	221	199	10	20	40	60
127	3_1_34b_425_Ro_Ja.wav	0	0	64	3338	5567	237	93	96	211	99	10	20	40	60
128	3_1_35b_425_Ro_Ja.wav	0	1	64	3329	5567	247	93	196	221	199	10	20	40	60
129	3_1_10b_425_Ar_Ja.wav	0	0	65	3285	5588	237	81	96	211	99	10	20	40	60
130	3_1_11b_425_Ar_Ja.wav	0	1	65	3300	5596	247	81	196	221	199	10	20	40	60
131	3_3_19c_425_Ja_Ko.wav	0	0	66	3412	5617	237	86	96	213	99	10	20	40	60
132	3_3_20c_425_Ja_Ko.wav	0	1	66	3420	5572	247	86	196	223	199	10	20	40	60
133	3_2_43d_425_Mi_Ko.wav	0	0	67	3195	5426	237	85	96	212	99	10	20	40	60
134	3_2_45d_425_Mi_Ko.wav	3	1	67	3149	5369	247	85	196	222	199	10	20	40	60
135	3_2_37b_425_Ar_Mi.wav	0	0	68	3242	5472	238	79	96	212	99	10	20	40	60
136	3_2_38b_425_Ar_Mi.wav	0	1	68	3160	5430	248	79	196	222	199	10	20	40	60
137	3_1_22d_425_Ja_Ko.wav	0	0	69	3364	5596	238	87	96	211	99	10	20	40	60
138	3_1_23d_425_Ja_Ko.wav	0	1	69	3288	5550	248	87	196	221	199	10	20	40	60
139	3_2_46a_425_Ko_Ja.wav	0	0	70	3147	5282	238	88	96	212	99	10	20	40	60
140	3_2_47a_425_Ko_Ja.wav	0	1	70	3233	5538	248	88	196	222	199	10	20	40	60
141	3_3_25d_425_Mi_Ro.wav	0	0	71	3369	5565	238	89	96	213	99	10	20	40	60
142	3_3_26d_425_Mi_Ro.wav	0	1	71	3409	5612	248	89	196	223	199	10	20	40	60
143	3_2_49b_425_Ro_Mi.wav	0	0	72	3159	5455	238	91	96	212	99	10	20	40	60
144	3_2_50b_425_Ro_Mi.wav	0	1	72	3221	5448	248	91	196	222	199	10	20	40	60
145	3_1_4a_425_Ar_Mi.wav	0	0	73	3358	5543	238	78	96	211	99	10	20	40	60
146	3_1_5a_425_Ar_Mi.wav	0	1	73	3294	5493	248	78	196	221	199	10	20	40	60
147	3_3_15b_425_Ko_Mi.wav	0	0	74	3410	5786	238	83	96	213	99	10	20	40	60
148	3_3_13b_425_Ko_Mi.wav	0	1	74	3404	5589	248	83	196	223	199	10	20	40	60
149	3_1_16c_425_Mi_Ko.wav	0	0	75	3355	5526	238	84	96	211	99	10	20	40	60
150	3_1_17c_425_Mi_Ko.wav	0	1	75	3323	5560	248	84	196	221	199	10	20	40	60
151	3_3_1d_425_Mi_Ar.wav	0	0	76	3348	5702	238	77	96	213	99	10	20	40	60
152	3_3_2d_425_Mi_Ar.wav	99	1	76	3450	5723	248	77	196	223	199	10	20	40	60
