play_nr	wav_name	exp_code	part_nr	trial_nr	time_transition	time_duration	code_block	code_dialogue	code_tempo	code_turn_transition	code_overlap	left_left_border	left_right_border	right_left_border	right_right_border
58	1_3_11c_425_Ja_Ar.wav	0	1	29	2600	4861	243	81	196	223	198	15	25	60	70
59	1_1_43a_425_Ko_Mi.wav	0	0	30	2438	4623	233	85	96	211	98	15	25	60	70
60	1_1_44a_425_Ko_Mi.wav	0	1	30	2473	4715	243	85	196	221	198	15	25	60	70
61	1_1_51c_425_Mi_Ro.wav	0	0	31	2437	4745	233	91	96	211	98	15	25	60	70
62	1_1_49c_425_Mi_Ro.wav	3	1	31	2424	4553	243	91	196	221	198	15	25	60	70
63	1_2_31b_425_Ro_Ja.wav	0	0	32	2392	4518	234	92	96	212	98	15	25	60	70
64	1_2_32b_425_Ro_Ja.wav	0	1	32	2260	4467	244	92	196	222	198	15	25	60	70
65	1_3_4b_425_Ar_Mi.wav	0	0	33	2572	4832	234	78	96	213	98	15	25	70	80
66	1_3_5b_425_Ar_Mi.wav	0	1	33	2559	4730	244	78	196	223	198	15	25	70	80
67	1_2_7b_425_Ar_Ja.wav	0	0	34	2292	4652	234	80	96	212	98	15	25	70	80
68	1_2_8b_425_Ar_Ja.wav	0	1	34	2322	4517	244	80	196	222	198	15	25	70	80
69	1_2_1a_425_Ar_Mi.wav	0	0	35	2320	4483	234	77	96	212	98	15	25	70	80
70	1_2_2a_425_Ar_Mi.wav	0	1	35	2323	4531	244	77	196	222	198	15	25	70	80
71	1_3_34c_425_Ja_Ro.wav	0	0	36	2519	4782	234	93	96	213	98	15	25	70	80
72	1_3_35c_425_Ja_Ro.wav	0	1	36	2580	4750	244	93	196	223	198	15	25	70	80
73	1_2_25a_425_Ro_Mi.wav	0	0	37	2345	4630	234	89	96	212	98	25	35	50	60
74	1_2_26a_425_Ro_Mi.wav	0	1	37	2342	4460	244	89	196	222	198	25	35	50	60
75	1_3_22a_425_Ko_Ja.wav	0	0	38	2591	4856	234	87	96	213	98	25	35	50	60
76	1_3_23a_425_Ko_Ja.wav	0	1	38	2632	4785	244	87	196	223	198	25	35	50	60
77	1_1_41d_425_Ja_Ar.wav	0	0	39	2438	4667	234	82	96	211	98	25	35	50	60
78	1_1_42d_425_Ja_Ar.wav	0	1	39	2520	4750	244	82	196	221	198	25	35	50	60
79	1_3_16d_425_Mi_Ko.wav	0	0	40	2571	4764	234	84	96	213	98	25	35	50	60
80	1_3_17d_425_Mi_Ko.wav	3	1	40	2640	4783	244	84	196	223	198	25	35	50	60
81	3_3_4d_425_Mi_Ar.wav	0	0	41	3422	5682	235	78	96	213	99	25	35	60	70
82	3_3_5d_425_Mi_Ar.wav	0	1	41	3409	5580	245	78	196	223	199	25	35	60	70
83	3_2_13a_425_Ko_Mi.wav	0	0	42	3172	5485	235	83	96	212	99	25	35	60	70
84	3_2_14a_425_Ko_Mi.wav	0	1	42	3132	5296	245	83	196	222	199	25	35	60	70
85	3_3_10a_425_Ar_Ja.wav	0	0	43	3415	5669	235	81	96	213	99	25	35	60	70
86	3_3_11a_425_Ar_Ja.wav	0	1	43	3450	5711	245	81	196	223	199	25	35	60	70
87	3_1_52b_425_Ro_Ja.wav	0	0	44	3314	5584	235	94	96	211	99	25	35	60	70
88	3_1_54b_425_Ro_Ja.wav	0	1	44	3271	5530	245	94	196	221	199	25	35	60	70
89	3_1_48d_425_Ja_Ko.wav	0	0	45	3364	5619	235	88	96	211	99	25	35	70	80
90	3_1_46d_425_Ja_Ko.wav	0	1	45	3250	5465	245	88	196	221	199	25	35	70	80
91	3_2_21b_425_Ko_Ja.wav	0	0	46	3147	5367	235	86	96	212	99	25	35	70	80
92	3_2_19b_425_Ko_Ja.wav	0	1	46	3235	5428	245	86	196	222	199	25	35	70	80
93	3_1_43c_425_Mi_Ko.wav	0	0	47	3288	5473	235	85	96	211	99	25	35	70	80
94	3_1_44c_425_Mi_Ko.wav	0	1	47	3323	5565	245	85	196	221	199	25	35	70	80
95	3_1_51a_425_Ro_Mi.wav	0	0	48	3287	5595	235	91	96	211	99	25	35	70	80
96	3_1_49a_425_Ro_Mi.wav	0	1	48	3274	5403	245	91	196	221	199	25	35	70	80
97	3_3_28d_425_Mi_Ro.wav	0	0	49	3405	5604	235	90	96	213	99	25	35	80	90
98	3_3_29d_425_Mi_Ro.wav	3	1	49	3365	5627	245	90	196	223	199	25	35	80	90
99	3_1_41b_425_Ar_Ja.wav	0	0	50	3288	5517	236	82	96	211	99	25	35	80	90
100	3_1_42b_425_Ar_Ja.wav	0	1	50	3370	5600	246	82	196	221	199	25	35	80	90
101	3_2_25c_425_Mi_Ro.wav	0	0	51	3195	5480	236	89	96	212	99	25	35	80	90
102	3_2_26c_425_Mi_Ro.wav	0	1	51	3192	5310	246	89	196	222	199	25	35	80	90
103	3_2_1c_425_Mi_Ar.wav	0	0	52	3170	5333	236	77	96	212	99	25	35	80	90
104	3_2_2c_425_Mi_Ar.wav	0	1	52	3173	5381	246	77	196	222	199	25	35	80	90
105	3_3_34a_425_Ro_Ja.wav	0	0	53	3369	5632	236	93	96	213	99	35	45	60	70
106	3_3_35a_425_Ro_Ja.wav	0	1	53	3430	5600	246	93	196	223	199	35	45	60	70
107	3_2_7d_425_Ja_Ar.wav	0	0	54	3142	5502	236	80	96	212	99	35	45	60	70
108	3_2_8d_425_Ja_Ar.wav	0	1	54	3172	5367	246	80	196	222	199	35	45	60	70
109	3_3_22c_425_Ja_Ko.wav	0	0	55	3441	5706	236	87	96	213	99	35	45	60	70
110	3_3_23c_425_Ja_Ko.wav	0	1	55	3482	5635	246	87	196	223	199	35	45	60	70
111	3_1_37a_425_Ar_Mi.wav	0	0	56	3285	5482	236	79	96	211	99	35	45	60	70
112	3_1_38a_425_Ar_Mi.wav	0	1	56	3355	5526	246	79	196	221	199	35	45	60	70
113	3_3_16b_425_Ko_Mi.wav	0	0	57	3421	5614	236	84	96	213	99	35	45	70	80
114	3_3_17b_425_Ko_Mi.wav	0	1	57	3490	5633	246	84	196	223	199	35	45	70	80
115	3_2_31d_425_Ja_Ro.wav	0	0	58	3242	5368	236	92	96	212	99	35	45	70	80
116	3_2_32d_425_Ja_Ro.wav	3	1	58	3110	5317	246	92	196	222	199	35	45	70	80
117	1_3_34d_525_Ja_Ro.wav	0	0	59	3145	5774	237	93	97	213	98	35	45	70	80
118	1_3_35d_525_Ja_Ro.wav	0	1	59	3136	5774	247	93	197	223	198	35	45	70	80
119	1_1_43b_525_Ko_Mi.wav	0	0	60	2973	5604	237	85	97	211	98	35	45	70	80
120	1_1_45b_525_Ko_Mi.wav	0	1	60	2927	5547	247	85	197	221	198	35	45	70	80
121	1_2_4c_525_Mi_Ar.wav	0	0	61	2850	5435	237	78	97	212	98	35	45	80	90
122	1_2_5c_525_Mi_Ar.wav	0	1	61	2786	5385	247	78	197	222	198	35	45	80	90
123	1_2_7c_525_Ja_Ar.wav	0	0	62	2814	5498	237	80	97	212	98	35	45	80	90
124	1_2_8c_525_Ja_Ar.wav	0	1	62	2853	5414	247	80	197	222	198	35	45	80	90
125	1_2_19a_525_Ko_Ja.wav	0	0	63	2777	5382	237	86	97	212	98	35	45	80	90
126	1_2_20a_525_Ko_Ja.wav	0	1	63	2785	5337	247	86	197	222	198	35	45	80	90
127	1_2_1b_525_Ar_Mi.wav	0	0	64	2713	5467	237	77	97	212	98	35	45	80	90
128	1_2_2b_525_Ar_Mi.wav	0	1	64	2815	5488	247	77	197	222	198	35	45	80	90
129	1_3_16a_525_Ko_Mi.wav	0	0	65	3162	5733	237	84	97	213	98	45	55	70	80
130	1_3_17a_525_Ko_Mi.wav	0	1	65	3130	5767	247	84	197	223	198	45	55	70	80
131	1_1_40a_525_Ar_Ja.wav	0	0	66	2943	5651	237	82	97	211	98	45	55	70	80
132	1_1_41a_525_Ar_Ja.wav	0	1	66	2978	5576	247	82	197	221	198	45	55	70	80
133	1_1_46c_525_Ja_Ko.wav	0	0	67	2925	5633	237	88	97	211	98	45	55	70	80
134	1_1_47c_525_Ja_Ko.wav	3	1	67	3011	5719	247	88	197	221	198	45	55	70	80
135	1_1_37b_525_Ar_Mi.wav	0	0	68	3020	5650	238	79	97	211	98	45	55	70	80
136	1_1_38b_525_Ar_Mi.wav	0	1	68	2938	5608	248	79	197	221	198	45	55	70	80
137	1_2_31c_525_Ja_Ro.wav	0	0	69	2776	5407	238	92	97	212	98	45	55	80	90
138	1_2_32c_525_Ja_Ro.wav	0	1	69	2763	5569	248	92	197	222	198	45	55	80	90
139	1_2_25b_525_Ro_Mi.wav	0	0	70	2734	5330	238	89	97	212	98	45	55	80	90
140	1_2_26b_525_Ro_Mi.wav	0	1	70	2774	5377	248	89	197	222	198	45	55	80	90
141	1_1_49d_525_Mi_Ro.wav	0	0	71	2937	5645	238	91	97	211	98	45	55	80	90
142	1_1_50d_525_Mi_Ro.wav	0	1	71	2999	5707	248	91	197	221	198	45	55	80	90
143	1_3_10d_525_Ja_Ar.wav	0	0	72	3092	5795	238	81	97	213	98	45	55	80	90
144	1_3_11d_525_Ja_Ar.wav	0	1	72	3107	5803	248	81	197	223	198	45	55	80	90
145	1_2_15d_525_Mi_Ko.wav	0	0	73	2775	5551	238	83	97	212	98	55	65	80	90
146	1_2_13d_525_Mi_Ko.wav	0	1	73	2769	5354	248	83	197	222	198	55	65	80	90
147	1_1_52a_525_Ro_Ja.wav	0	0	74	2923	5481	238	94	97	211	98	55	65	80	90
148	1_1_53a_525_Ro_Ja.wav	0	1	74	2943	5651	248	94	197	221	198	55	65	80	90
149	1_3_28c_525_Mi_Ro.wav	0	0	75	3055	5710	238	90	97	213	98	55	65	80	90
150	1_3_29c_525_Mi_Ro.wav	0	1	75	3135	5706	248	90	197	223	198	55	65	80	90
151	1_3_22b_525_Ko_Ja.wav	0	0	76	3171	5803	238	87	97	213	98	55	65	80	90
152	1_3_23b_525_Ko_Ja.wav	99	1	76	3095	5757	248	87	197	223	198	55	65	80	90
